Path,Algorithm,K,DatasetSize,TrainingSize,Correct,TestSize,Accuracy,TrainingTime,TestTime
../data/data.three_gauss.train.10000.csv,KNN.MeanKnn,20,30000,100,27636,29900,0.9242809,00:0021198,00:8508361
../data/data.three_gauss.train.10000.csv,KNN.SimpleSolver,20,30000,100,27742,29900,0.9278261,00:0003818,00:8298452
../data/data.three_gauss.train.10000.csv,KNN.MeanKnn,20,30000,100,27701,29900,0.9264548,00:0000506,00:8188577
../data/data.three_gauss.train.10000.csv,KNN.SimpleSolver,20,30000,100,27776,29900,0.9289632,00:0000131,00:8282731
../data/data.three_gauss.train.10000.csv,KNN.MeanKnn,20,30000,100,27700,29900,0.9264214,00:0000393,00:8330963
../data/data.three_gauss.train.10000.csv,KNN.SimpleSolver,20,30000,100,27728,29900,0.9273579,00:0000091,00:8317816
../data/data.three_gauss.train.10000.csv,KNN.MeanKnn,20,30000,100,27709,29900,0.9267224,00:0000415,00:8239438
../data/data.three_gauss.train.10000.csv,KNN.SimpleSolver,20,30000,100,27750,29900,0.9280937,00:0000098,00:8163666
../data/data.three_gauss.train.10000.csv,KNN.MeanKnn,20,30000,100,27438,29900,0.9176589,00:0000404,00:8234858
../data/data.three_gauss.train.10000.csv,KNN.SimpleSolver,20,30000,100,27686,29900,0.9259531,00:0000091,00:8175554
../data/data.three_gauss.train.10000.csv,KNN.MeanKnn,20,30000,100,27788,29900,0.9293646,00:0000390,00:8242395
../data/data.three_gauss.train.10000.csv,KNN.SimpleSolver,20,30000,100,27564,29900,0.9218729,00:0000105,00:8330460
../data/data.three_gauss.train.10000.csv,KNN.MeanKnn,20,30000,100,27470,29900,0.9187291,00:0000397,00:8254998
../data/data.three_gauss.train.10000.csv,KNN.SimpleSolver,20,30000,100,27458,29900,0.9183277,00:0000094,00:8341958
../data/data.three_gauss.train.10000.csv,KNN.MeanKnn,20,30000,100,27508,29900,0.92,00:0000412,00:8613561
../data/data.three_gauss.train.10000.csv,KNN.SimpleSolver,20,30000,100,27557,29900,0.9216388,00:0000120,00:8729031
../data/data.three_gauss.train.10000.csv,KNN.MeanKnn,20,30000,100,27081,29900,0.905719,00:0000401,00:8469326
../data/data.three_gauss.train.10000.csv,KNN.SimpleSolver,20,30000,100,27449,29900,0.9180267,00:0000091,00:8364210
../data/data.three_gauss.train.10000.csv,KNN.MeanKnn,20,30000,100,27502,29900,0.9197993,00:0000404,00:8259057
../data/data.three_gauss.train.10000.csv,KNN.SimpleSolver,20,30000,100,27830,29900,0.9307692,00:0000127,00:8249900
../data/data.three_gauss.train.10000.csv,KNN.MeanKnn,20,30000,100,27441,29900,0.9177592,00:0000397,00:8266890
../data/data.three_gauss.train.10000.csv,KNN.SimpleSolver,20,30000,100,27603,29900,0.9231772,00:0000098,00:8377141
../data/data.three_gauss.train.10000.csv,KNN.MeanKnn,20,30000,100,27530,29900,0.9207358,00:0000408,00:8467955
../data/data.three_gauss.train.10000.csv,KNN.SimpleSolver,20,30000,100,27586,29900,0.9226087,00:0000091,00:8301056
