Path,Algorithm,K,DatasetSize,TrainingSize,Correct,TestSize,Accuracy,TrainingTime,TestTime
../data/data.three_gauss.train.1000.csv,KNN.MeanKnn,20,3000,100,2668,2900,0.92,00:0021511,00:0885996
../data/data.three_gauss.train.1000.csv,KNN.SimpleSolver,20,3000,100,2688,2900,0.9268966,00:0003705,00:0841071
../data/data.three_gauss.train.1000.csv,KNN.MeanKnn,20,3000,100,2667,2900,0.9196551,00:0000463,00:0797573
../data/data.three_gauss.train.1000.csv,KNN.SimpleSolver,20,3000,100,2678,2900,0.9234483,00:0000145,00:0807092
../data/data.three_gauss.train.1000.csv,KNN.MeanKnn,20,3000,100,2662,2900,0.917931,00:0000368,00:0803087
../data/data.three_gauss.train.1000.csv,KNN.SimpleSolver,20,3000,100,2671,2900,0.9210345,00:0000087,00:0797052
../data/data.three_gauss.train.1000.csv,KNN.MeanKnn,20,3000,100,2663,2900,0.9182758,00:0000350,00:0793008
../data/data.three_gauss.train.1000.csv,KNN.SimpleSolver,20,3000,100,2669,2900,0.9203448,00:0000072,00:0790529
../data/data.three_gauss.train.1000.csv,KNN.MeanKnn,20,3000,100,2655,2900,0.9155173,00:0000335,00:0791520
../data/data.three_gauss.train.1000.csv,KNN.SimpleSolver,20,3000,100,2668,2900,0.92,00:0000069,00:0797256
../data/data.three_gauss.train.1000.csv,KNN.MeanKnn,20,3000,100,2683,2900,0.9251724,00:0000339,00:0780601
../data/data.three_gauss.train.1000.csv,KNN.SimpleSolver,20,3000,100,2696,2900,0.9296552,00:0000069,00:0786841
../data/data.three_gauss.train.1000.csv,KNN.MeanKnn,20,3000,100,2679,2900,0.9237931,00:0000342,00:0788935
../data/data.three_gauss.train.1000.csv,KNN.SimpleSolver,20,3000,100,2688,2900,0.9268966,00:0000069,00:0812645
../data/data.three_gauss.train.1000.csv,KNN.MeanKnn,20,3000,100,2691,2900,0.927931,00:0000350,00:0787643
../data/data.three_gauss.train.1000.csv,KNN.SimpleSolver,20,3000,100,2690,2900,0.9275862,00:0000076,00:0798416
../data/data.three_gauss.train.1000.csv,KNN.MeanKnn,20,3000,100,2669,2900,0.9203448,00:0000346,00:0796097
../data/data.three_gauss.train.1000.csv,KNN.SimpleSolver,20,3000,100,2680,2900,0.9241379,00:0000072,00:0801491
../data/data.three_gauss.train.1000.csv,KNN.MeanKnn,20,3000,100,2676,2900,0.9227586,00:0000350,00:0792275
../data/data.three_gauss.train.1000.csv,KNN.SimpleSolver,20,3000,100,2682,2900,0.9248276,00:0000076,00:0801808
../data/data.three_gauss.train.1000.csv,KNN.MeanKnn,20,3000,100,2639,2900,0.91,00:0000371,00:0798318
../data/data.three_gauss.train.1000.csv,KNN.SimpleSolver,20,3000,100,2650,2900,0.9137931,00:0000076,00:0802110
../data/data.three_gauss.train.1000.csv,KNN.MeanKnn,20,3000,100,2697,2900,0.93,00:0000350,00:0781116
../data/data.three_gauss.train.1000.csv,KNN.SimpleSolver,20,3000,100,2683,2900,0.9251724,00:0000069,00:0795240
../data/data.three_gauss.train.1000.csv,KNN.MeanKnn,20,3000,100,2654,2900,0.9151724,00:0000342,00:0801997
../data/data.three_gauss.train.1000.csv,KNN.SimpleSolver,20,3000,100,2681,2900,0.9244828,00:0000072,00:0810122
../data/data.three_gauss.train.1000.csv,KNN.MeanKnn,20,3000,100,2672,2900,0.9213793,00:0000342,00:0796250
../data/data.three_gauss.train.1000.csv,KNN.SimpleSolver,20,3000,100,2687,2900,0.9265517,00:0000069,00:0800370
../data/data.three_gauss.train.1000.csv,KNN.MeanKnn,20,3000,100,2672,2900,0.9213793,00:0000423,00:0799896
../data/data.three_gauss.train.1000.csv,KNN.SimpleSolver,20,3000,100,2670,2900,0.9206896,00:0000102,00:0798401
../data/data.three_gauss.train.1000.csv,KNN.MeanKnn,20,3000,100,2676,2900,0.9227586,00:0000386,00:0781306
../data/data.three_gauss.train.1000.csv,KNN.SimpleSolver,20,3000,100,2697,2900,0.93,00:0000120,00:0790867
../data/data.three_gauss.train.1000.csv,KNN.MeanKnn,20,3000,100,2660,2900,0.9172414,00:0000433,00:0793698
../data/data.three_gauss.train.1000.csv,KNN.SimpleSolver,20,3000,100,2666,2900,0.9193103,00:0000080,00:0793522
../data/data.three_gauss.train.1000.csv,KNN.MeanKnn,20,3000,100,2672,2900,0.9213793,00:0000415,00:0798092
../data/data.three_gauss.train.1000.csv,KNN.SimpleSolver,20,3000,100,2690,2900,0.9275862,00:0000113,00:0803897
../data/data.three_gauss.train.1000.csv,KNN.MeanKnn,20,3000,100,2675,2900,0.9224138,00:0000368,00:0794915
../data/data.three_gauss.train.1000.csv,KNN.SimpleSolver,20,3000,100,2679,2900,0.9237931,00:0000094,00:0810480
../data/data.three_gauss.train.1000.csv,KNN.MeanKnn,20,3000,100,2665,2900,0.9189655,00:0000426,00:0786645
../data/data.three_gauss.train.1000.csv,KNN.SimpleSolver,20,3000,100,2653,2900,0.9148276,00:0000105,00:0794314
../data/data.three_gauss.train.1000.csv,KNN.MeanKnn,20,3000,100,2696,2900,0.9296552,00:0000485,00:0798226
../data/data.three_gauss.train.1000.csv,KNN.SimpleSolver,20,3000,100,2685,2900,0.9258621,00:0000116,00:0802150
../data/data.three_gauss.train.1000.csv,KNN.MeanKnn,20,3000,100,2688,2900,0.9268966,00:0000437,00:0787684
../data/data.three_gauss.train.1000.csv,KNN.SimpleSolver,20,3000,100,2695,2900,0.9293103,00:0000116,00:0791378
../data/data.three_gauss.train.1000.csv,KNN.MeanKnn,20,3000,100,2690,2900,0.9275862,00:0000408,00:0778651
../data/data.three_gauss.train.1000.csv,KNN.SimpleSolver,20,3000,100,2690,2900,0.9275862,00:0000109,00:0779322
../data/data.three_gauss.train.1000.csv,KNN.MeanKnn,20,3000,100,2673,2900,0.9217241,00:0000426,00:0787177
