Path,Algorithm,K,DatasetSize,TrainingSize,Correct,TestSize,Accuracy,TrainingTime,TestTime
../data/data.three_gauss.train.10000.csv,KNN.MeanKnn,8,30000,5000,23421,25000,0.93684,00:0035668,14:3895799
../data/data.three_gauss.train.10000.csv,KNN.SimpleSolver,8,30000,5000,23356,25000,0.93424,00:0006611,14:6833424
../data/data.three_gauss.train.10000.csv,KNN.MeanKnn,8,30000,5000,23384,25000,0.93536,00:0016388,14:3813956
../data/data.three_gauss.train.10000.csv,KNN.SimpleSolver,8,30000,5000,23364,25000,0.93456,00:0003814,14:6907500
../data/data.three_gauss.train.10000.csv,KNN.MeanKnn,8,30000,5000,23353,25000,0.93412,00:0015370,14:3381799
../data/data.three_gauss.train.10000.csv,KNN.SimpleSolver,8,30000,5000,23329,25000,0.93316,00:0002239,14:6669733
../data/data.three_gauss.train.10000.csv,KNN.MeanKnn,8,30000,5000,23398,25000,0.93592,00:0014586,14:3694720
../data/data.three_gauss.train.10000.csv,KNN.SimpleSolver,8,30000,5000,23372,25000,0.93488,00:0002333,14:6207691
../data/data.three_gauss.train.10000.csv,KNN.MeanKnn,8,30000,5000,23366,25000,0.93464,00:0015148,14:5491082
../data/data.three_gauss.train.10000.csv,KNN.SimpleSolver,8,30000,5000,23352,25000,0.93408,00:0003085,15:1998707
../data/data.three_gauss.train.10000.csv,KNN.MeanKnn,8,30000,5000,23380,25000,0.9352,00:0015009,14:8846974
../data/data.three_gauss.train.10000.csv,KNN.SimpleSolver,8,30000,5000,23340,25000,0.9336,00:0002884,15:3210359
../data/data.three_gauss.train.10000.csv,KNN.MeanKnn,8,30000,5000,23370,25000,0.9348,00:0015090,14:9910159
../data/data.three_gauss.train.10000.csv,KNN.SimpleSolver,8,30000,5000,23351,25000,0.93404,00:0004051,15:2894786
../data/data.three_gauss.train.10000.csv,KNN.MeanKnn,8,30000,5000,23367,25000,0.93468,00:0014196,14:9938535
../data/data.three_gauss.train.10000.csv,KNN.SimpleSolver,8,30000,5000,23299,25000,0.93196,00:0002578,15:3250210
../data/data.three_gauss.train.10000.csv,KNN.MeanKnn,8,30000,5000,23398,25000,0.93592,00:0015524,14:9760381
