Path,Algorithm,K,DatasetSize,TrainingSize,Correct,TestSize,Accuracy,TrainingTime,TestTime
../data/data.three_gauss.train.100.csv,KNN.MeanKnn,4,300,50,228,250,0.912,00:0023681,00:0085388
../data/data.three_gauss.train.100.csv,KNN.SimpleSolver,4,300,50,228,250,0.912,00:0003654,00:0029144
../data/data.three_gauss.train.100.csv,KNN.MeanKnn,4,300,50,225,250,0.9,00:0000255,00:0017530
../data/data.three_gauss.train.100.csv,KNN.SimpleSolver,4,300,50,225,250,0.9,00:0000054,00:0017585
../data/data.three_gauss.train.100.csv,KNN.MeanKnn,4,300,50,235,250,0.94,00:0000171,00:0017570
../data/data.three_gauss.train.100.csv,KNN.SimpleSolver,4,300,50,234,250,0.936,00:0000032,00:0017694
../data/data.three_gauss.train.100.csv,KNN.MeanKnn,4,300,50,235,250,0.94,00:0000185,00:0017610
../data/data.three_gauss.train.100.csv,KNN.SimpleSolver,4,300,50,234,250,0.936,00:0000054,00:0017665
../data/data.three_gauss.train.100.csv,KNN.MeanKnn,4,300,50,235,250,0.94,00:0000302,00:0017585
../data/data.three_gauss.train.100.csv,KNN.SimpleSolver,4,300,50,234,250,0.936,00:0000029,00:0017839
../data/data.three_gauss.train.100.csv,KNN.MeanKnn,4,300,50,235,250,0.94,00:0000164,00:0017748
../data/data.three_gauss.train.100.csv,KNN.SimpleSolver,4,300,50,234,250,0.936,00:0000029,00:0018303
../data/data.three_gauss.train.100.csv,KNN.MeanKnn,4,300,50,230,250,0.92,00:0000167,00:0019197
../data/data.three_gauss.train.100.csv,KNN.SimpleSolver,4,300,50,230,250,0.92,00:0000040,00:0018058
../data/data.three_gauss.train.100.csv,KNN.MeanKnn,4,300,50,230,250,0.92,00:0000204,00:0018507
../data/data.three_gauss.train.100.csv,KNN.SimpleSolver,4,300,50,230,250,0.92,00:0000029,00:0017854
../data/data.three_gauss.train.100.csv,KNN.MeanKnn,4,300,50,230,250,0.92,00:0000167,00:0017716
../data/data.three_gauss.train.100.csv,KNN.SimpleSolver,4,300,50,230,250,0.92,00:0000029,00:0017916
../data/data.three_gauss.train.100.csv,KNN.MeanKnn,4,300,50,230,250,0.92,00:0000164,00:0016898
../data/data.three_gauss.train.100.csv,KNN.SimpleSolver,4,300,50,230,250,0.92,00:0000029,00:0017307
../data/data.three_gauss.train.100.csv,KNN.MeanKnn,4,300,50,229,250,0.916,00:0000164,00:0017103
../data/data.three_gauss.train.100.csv,KNN.SimpleSolver,4,300,50,230,250,0.92,00:0000029,00:0017125
../data/data.three_gauss.train.100.csv,KNN.MeanKnn,4,300,50,229,250,0.916,00:0000164,00:0017774
../data/data.three_gauss.train.100.csv,KNN.SimpleSolver,4,300,50,230,250,0.92,00:0000029,00:0019885
../data/data.three_gauss.train.100.csv,KNN.MeanKnn,4,300,50,229,250,0.916,00:0000204,00:0018284
../data/data.three_gauss.train.100.csv,KNN.SimpleSolver,4,300,50,230,250,0.92,00:0000036,00:0020666
../data/data.three_gauss.train.100.csv,KNN.MeanKnn,4,300,50,229,250,0.916,00:0000171,00:0017158
../data/data.three_gauss.train.100.csv,KNN.SimpleSolver,4,300,50,230,250,0.92,00:0000029,00:0017606
../data/data.three_gauss.train.100.csv,KNN.MeanKnn,4,300,50,230,250,0.92,00:0000160,00:0018157
../data/data.three_gauss.train.100.csv,KNN.SimpleSolver,4,300,50,228,250,0.912,00:0000029,00:0016654
../data/data.three_gauss.train.100.csv,KNN.MeanKnn,4,300,50,230,250,0.92,00:0000160,00:0017161
../data/data.three_gauss.train.100.csv,KNN.SimpleSolver,4,300,50,228,250,0.912,00:0000032,00:0016958
../data/data.three_gauss.train.100.csv,KNN.MeanKnn,4,300,50,230,250,0.92,00:0000164,00:0017022
../data/data.three_gauss.train.100.csv,KNN.SimpleSolver,4,300,50,228,250,0.912,00:0000025,00:0017161
../data/data.three_gauss.train.100.csv,KNN.MeanKnn,4,300,50,230,250,0.92,00:0000178,00:0016575
../data/data.three_gauss.train.100.csv,KNN.SimpleSolver,4,300,50,228,250,0.912,00:0000029,00:0016640
../data/data.three_gauss.train.100.csv,KNN.MeanKnn,4,300,50,224,250,0.896,00:0000156,00:0016480
../data/data.three_gauss.train.100.csv,KNN.SimpleSolver,4,300,50,223,250,0.892,00:0000029,00:0017927
../data/data.three_gauss.train.100.csv,KNN.MeanKnn,4,300,50,224,250,0.896,00:0000178,00:0016582
../data/data.three_gauss.train.100.csv,KNN.SimpleSolver,4,300,50,223,250,0.892,00:0000029,00:0016680
../data/data.three_gauss.train.100.csv,KNN.MeanKnn,4,300,50,224,250,0.896,00:0000175,00:0017234
../data/data.three_gauss.train.100.csv,KNN.SimpleSolver,4,300,50,223,250,0.892,00:0000025,00:0017027
../data/data.three_gauss.train.100.csv,KNN.MeanKnn,4,300,50,224,250,0.896,00:0000171,00:0016494
../data/data.three_gauss.train.100.csv,KNN.SimpleSolver,4,300,50,223,250,0.892,00:0000025,00:0016695
../data/data.three_gauss.train.100.csv,KNN.MeanKnn,4,300,50,224,250,0.896,00:0000160,00:0016505
../data/data.three_gauss.train.100.csv,KNN.SimpleSolver,4,300,50,223,250,0.892,00:0000029,00:0016632
../data/data.three_gauss.train.100.csv,KNN.MeanKnn,4,300,50,232,250,0.928,00:0000160,00:0016512
../data/data.three_gauss.train.100.csv,KNN.SimpleSolver,4,300,50,227,250,0.908,00:0000025,00:0017526
../data/data.three_gauss.train.100.csv,KNN.MeanKnn,6,300,50,233,250,0.932,00:0000178,00:0019667
../data/data.three_gauss.train.100.csv,KNN.SimpleSolver,6,300,50,225,250,0.9,00:0000047,00:0022303
../data/data.three_gauss.train.100.csv,KNN.MeanKnn,6,300,50,233,250,0.932,00:0000193,00:0020305
../data/data.three_gauss.train.100.csv,KNN.SimpleSolver,6,300,50,225,250,0.9,00:0000029,00:0019893
../data/data.three_gauss.train.100.csv,KNN.MeanKnn,6,300,50,233,250,0.932,00:0000171,00:0021464
../data/data.three_gauss.train.100.csv,KNN.SimpleSolver,6,300,50,225,250,0.9,00:0000029,00:0020093
../data/data.three_gauss.train.100.csv,KNN.MeanKnn,6,300,50,233,250,0.932,00:0000171,00:0020502
../data/data.three_gauss.train.100.csv,KNN.SimpleSolver,6,300,50,230,250,0.92,00:0000029,00:0020144
