Path,Algorithm,K,DatasetSize,TrainingSize,Correct,TestSize,Accuracy,TrainingTime,TestTime
../data/data.three_gauss.train.500.csv,KNN.MeanKnn,4,1500,250,1158,1250,0.9264,00:0022142,00:0427075
../data/data.three_gauss.train.500.csv,KNN.SimpleSolver,4,1500,250,1146,1250,0.9168,00:0003883,00:0368472
../data/data.three_gauss.train.500.csv,KNN.MeanKnn,4,1500,250,1172,1250,0.9376,00:0000882,00:0352328
../data/data.three_gauss.train.500.csv,KNN.SimpleSolver,4,1500,250,1167,1250,0.9336,00:0000193,00:0355343
../data/data.three_gauss.train.500.csv,KNN.MeanKnn,4,1500,250,1166,1250,0.9328,00:0001185,00:0374386
../data/data.three_gauss.train.500.csv,KNN.SimpleSolver,4,1500,250,1162,1250,0.9296,00:0000134,00:0352846
../data/data.three_gauss.train.500.csv,KNN.MeanKnn,4,1500,250,1163,1250,0.9304,00:0000805,00:0368082
../data/data.three_gauss.train.500.csv,KNN.SimpleSolver,4,1500,250,1165,1250,0.932,00:0000131,00:0349523
../data/data.three_gauss.train.500.csv,KNN.MeanKnn,4,1500,250,1160,1250,0.928,00:0000751,00:0344600
../data/data.three_gauss.train.500.csv,KNN.SimpleSolver,4,1500,250,1156,1250,0.9248,00:0000127,00:0352521
../data/data.three_gauss.train.500.csv,KNN.MeanKnn,4,1500,250,1172,1250,0.9376,00:0000740,00:0346989
../data/data.three_gauss.train.500.csv,KNN.SimpleSolver,4,1500,250,1178,1250,0.9424,00:0000127,00:0355723
../data/data.three_gauss.train.500.csv,KNN.MeanKnn,4,1500,250,1180,1250,0.944,00:0000743,00:0345290
../data/data.three_gauss.train.500.csv,KNN.SimpleSolver,4,1500,250,1165,1250,0.932,00:0000127,00:0359811
../data/data.three_gauss.train.500.csv,KNN.MeanKnn,4,1500,250,1155,1250,0.924,00:0000762,00:0351645
../data/data.three_gauss.train.500.csv,KNN.SimpleSolver,4,1500,250,1155,1250,0.924,00:0000127,00:0358936
../data/data.three_gauss.train.500.csv,KNN.MeanKnn,4,1500,250,1169,1250,0.9352,00:0000754,00:0347693
../data/data.three_gauss.train.500.csv,KNN.SimpleSolver,4,1500,250,1151,1250,0.9208,00:0000127,00:0347861
