Path,Algorithm,K,DatasetSize,TrainingSize,Correct,TestSize,Accuracy,TrainingTime,TestTime
../data/data.three_gauss.train.500.csv,KNN.MeanKnn,20,1500,500,937,1000,0.937,00:0022638,00:0945419
../data/data.three_gauss.train.500.csv,KNN.SimpleSolver,20,1500,500,935,1000,0.935,00:0003916,00:0938497
../data/data.three_gauss.train.500.csv,KNN.MeanKnn,20,1500,500,934,1000,0.934,00:0001589,00:0880366
../data/data.three_gauss.train.500.csv,KNN.SimpleSolver,20,1500,500,938,1000,0.938,00:0000273,00:0891622
../data/data.three_gauss.train.500.csv,KNN.MeanKnn,20,1500,500,933,1000,0.933,00:0001411,00:0872929
../data/data.three_gauss.train.500.csv,KNN.SimpleSolver,20,1500,500,936,1000,0.936,00:0000215,00:0912846
../data/data.three_gauss.train.500.csv,KNN.MeanKnn,20,1500,500,923,1000,0.923,00:0001425,00:0874436
../data/data.three_gauss.train.500.csv,KNN.SimpleSolver,20,1500,500,929,1000,0.929,00:0000215,00:0894769
../data/data.three_gauss.train.500.csv,KNN.MeanKnn,20,1500,500,918,1000,0.918,00:0001414,00:0871467
../data/data.three_gauss.train.500.csv,KNN.SimpleSolver,20,1500,500,925,1000,0.925,00:0000222,00:0896363
../data/data.three_gauss.train.500.csv,KNN.MeanKnn,20,1500,500,931,1000,0.931,00:0001400,00:0890426
../data/data.three_gauss.train.500.csv,KNN.SimpleSolver,20,1500,500,938,1000,0.938,00:0000226,00:0897088
../data/data.three_gauss.train.500.csv,KNN.MeanKnn,20,1500,500,926,1000,0.926,00:0001411,00:0877364
../data/data.three_gauss.train.500.csv,KNN.SimpleSolver,20,1500,500,927,1000,0.927,00:0000229,00:0891160
../data/data.three_gauss.train.500.csv,KNN.MeanKnn,20,1500,500,934,1000,0.934,00:0001436,00:0873976
../data/data.three_gauss.train.500.csv,KNN.SimpleSolver,20,1500,500,938,1000,0.938,00:0000226,00:0900983
../data/data.three_gauss.train.500.csv,KNN.MeanKnn,20,1500,500,933,1000,0.933,00:0001407,00:0920041
../data/data.three_gauss.train.500.csv,KNN.SimpleSolver,20,1500,500,939,1000,0.939,00:0000226,00:0895823
../data/data.three_gauss.train.500.csv,KNN.MeanKnn,20,1500,500,933,1000,0.933,00:0002177,00:0890630
../data/data.three_gauss.train.500.csv,KNN.SimpleSolver,20,1500,500,940,1000,0.94,00:0000226,00:0894791
../data/data.three_gauss.train.500.csv,KNN.MeanKnn,20,1500,500,936,1000,0.936,00:0001414,00:0874939
../data/data.three_gauss.train.500.csv,KNN.SimpleSolver,20,1500,500,933,1000,0.933,00:0000218,00:0889745
../data/data.three_gauss.train.500.csv,KNN.MeanKnn,20,1500,500,921,1000,0.921,00:0001414,00:0879213
../data/data.three_gauss.train.500.csv,KNN.SimpleSolver,20,1500,500,927,1000,0.927,00:0000273,00:0899240
../data/data.three_gauss.train.500.csv,KNN.MeanKnn,20,1500,500,934,1000,0.934,00:0001418,00:0869170
../data/data.three_gauss.train.500.csv,KNN.SimpleSolver,20,1500,500,940,1000,0.94,00:0000218,00:0888184
../data/data.three_gauss.train.500.csv,KNN.MeanKnn,20,1500,500,929,1000,0.929,00:0001418,00:0876806
../data/data.three_gauss.train.500.csv,KNN.SimpleSolver,20,1500,500,932,1000,0.932,00:0000229,00:0896433
../data/data.three_gauss.train.500.csv,KNN.MeanKnn,20,1500,500,933,1000,0.933,00:0001473,00:0870982
../data/data.three_gauss.train.500.csv,KNN.SimpleSolver,20,1500,500,936,1000,0.936,00:0000222,00:0899780
../data/data.three_gauss.train.500.csv,KNN.MeanKnn,20,1500,500,940,1000,0.94,00:0001538,00:0874658
../data/data.three_gauss.train.500.csv,KNN.SimpleSolver,20,1500,500,933,1000,0.933,00:0000222,00:0895466
../data/data.three_gauss.train.500.csv,KNN.MeanKnn,20,1500,500,931,1000,0.931,00:0001517,00:0873071
../data/data.three_gauss.train.500.csv,KNN.SimpleSolver,20,1500,500,936,1000,0.936,00:0000211,00:0890838
../data/data.three_gauss.train.500.csv,KNN.MeanKnn,20,1500,500,932,1000,0.932,00:0001473,00:0885361
../data/data.three_gauss.train.500.csv,KNN.SimpleSolver,20,1500,500,932,1000,0.932,00:0000247,00:0892349
../data/data.three_gauss.train.500.csv,KNN.MeanKnn,20,1500,500,924,1000,0.924,00:0001491,00:0874647
../data/data.three_gauss.train.500.csv,KNN.SimpleSolver,20,1500,500,925,1000,0.925,00:0000357,00:0897993
../data/data.three_gauss.train.500.csv,KNN.MeanKnn,20,1500,500,928,1000,0.928,00:0001469,00:0886670
../data/data.three_gauss.train.500.csv,KNN.SimpleSolver,20,1500,500,934,1000,0.934,00:0000222,00:0895120
../data/data.three_gauss.train.500.csv,KNN.MeanKnn,20,1500,500,935,1000,0.935,00:0001495,00:0873677
../data/data.three_gauss.train.500.csv,KNN.SimpleSolver,20,1500,500,939,1000,0.939,00:0000237,00:0893179
../data/data.three_gauss.train.500.csv,KNN.MeanKnn,20,1500,500,934,1000,0.934,00:0001535,00:0874187
../data/data.three_gauss.train.500.csv,KNN.SimpleSolver,20,1500,500,933,1000,0.933,00:0000222,00:0894423
../data/data.three_gauss.train.500.csv,KNN.MeanKnn,20,1500,500,926,1000,0.926,00:0001462,00:0879030
../data/data.three_gauss.train.500.csv,KNN.SimpleSolver,20,1500,500,930,1000,0.93,00:0000218,00:0891032
../data/data.three_gauss.train.500.csv,KNN.MeanKnn,20,1500,500,924,1000,0.924,00:0001535,00:0871255
../data/data.three_gauss.train.500.csv,KNN.SimpleSolver,20,1500,500,927,1000,0.927,00:0000211,00:0894861
