Path,Algorithm,K,DatasetSize,TrainingSize,Correct,TestSize,Accuracy,TrainingTime,TestTime
../data/data.three_gauss.train.10000.csv,KNN.MeanKnn,20,30000,10000,18760,20000,0.938,00:0053694,29:6322259
../data/data.three_gauss.train.10000.csv,KNN.SimpleSolver,20,30000,10000,18767,20000,0.93835,00:0008416,30:7492123
../data/data.three_gauss.train.10000.csv,KNN.MeanKnn,20,30000,10000,18720,20000,0.936,00:0029633,29:8894395
../data/data.three_gauss.train.10000.csv,KNN.SimpleSolver,20,30000,10000,18718,20000,0.9359,00:0004405,30:8990909
../data/data.three_gauss.train.10000.csv,KNN.MeanKnn,20,30000,10000,18716,20000,0.9358,00:0033637,29:8003028
../data/data.three_gauss.train.10000.csv,KNN.SimpleSolver,20,30000,10000,18730,20000,0.9365,00:0004744,30:9017804
../data/data.three_gauss.train.10000.csv,KNN.MeanKnn,20,30000,10000,18730,20000,0.9365,00:0029166,29:6729335
../data/data.three_gauss.train.10000.csv,KNN.SimpleSolver,20,30000,10000,18734,20000,0.9367,00:0005484,30:9543759
../data/data.three_gauss.train.10000.csv,KNN.MeanKnn,20,30000,10000,18744,20000,0.9372,00:0029549,29:9291636
../data/data.three_gauss.train.10000.csv,KNN.SimpleSolver,20,30000,10000,18739,20000,0.93695,00:0004376,31:1974278
../data/data.three_gauss.train.10000.csv,KNN.MeanKnn,20,30000,10000,18772,20000,0.9386,00:0037929,30:4180969
../data/data.three_gauss.train.10000.csv,KNN.SimpleSolver,20,30000,10000,18741,20000,0.93705,00:0004303,30:9940868
../data/data.three_gauss.train.10000.csv,KNN.MeanKnn,20,30000,10000,18735,20000,0.93675,00:0041262,29:9181596
../data/data.three_gauss.train.10000.csv,KNN.SimpleSolver,20,30000,10000,18734,20000,0.9367,00:0009229,31:0648193
../data/data.three_gauss.train.10000.csv,KNN.MeanKnn,20,30000,10000,18735,20000,0.93675,00:0028798,29:8186531
../data/data.three_gauss.train.10000.csv,KNN.SimpleSolver,20,30000,10000,18685,20000,0.93425,00:0004456,30:8985731
../data/data.three_gauss.train.10000.csv,KNN.MeanKnn,20,30000,10000,18757,20000,0.93785,00:0035354,29:8684082
../data/data.three_gauss.train.10000.csv,KNN.SimpleSolver,20,30000,10000,18738,20000,0.9369,00:0004616,30:6770832
../data/data.three_gauss.train.10000.csv,KNN.MeanKnn,20,30000,10000,18744,20000,0.9372,00:0029633,29:5686071
../data/data.three_gauss.train.10000.csv,KNN.SimpleSolver,20,30000,10000,18729,20000,0.93645,00:0008088,30:5038188
../data/data.three_gauss.train.10000.csv,KNN.MeanKnn,20,30000,10000,18729,20000,0.93645,00:0029111,29:4774790
../data/data.three_gauss.train.10000.csv,KNN.SimpleSolver,20,30000,10000,18748,20000,0.9374,00:0007213,30:4697625
../data/data.three_gauss.train.10000.csv,KNN.MeanKnn,20,30000,10000,18758,20000,0.9379,00:0028732,29:6400628
../data/data.three_gauss.train.10000.csv,KNN.SimpleSolver,20,30000,10000,18752,20000,0.9376,00:0004656,30:4571504
../data/data.three_gauss.train.10000.csv,KNN.MeanKnn,20,30000,10000,18680,20000,0.934,00:0028579,29:3836237
../data/data.three_gauss.train.10000.csv,KNN.SimpleSolver,20,30000,10000,18700,20000,0.935,00:0004339,30:3687142
../data/data.three_gauss.train.10000.csv,KNN.MeanKnn,20,30000,10000,18716,20000,0.9358,00:0028371,29:2792171
../data/data.three_gauss.train.10000.csv,KNN.SimpleSolver,20,30000,10000,18727,20000,0.93635,00:0004299,30:3928944
../data/data.three_gauss.train.10000.csv,KNN.MeanKnn,20,30000,10000,18732,20000,0.9366,00:0032554,29:6949819
../data/data.three_gauss.train.10000.csv,KNN.SimpleSolver,20,30000,10000,18732,20000,0.9366,00:0004551,30:3538902
../data/data.three_gauss.train.10000.csv,KNN.MeanKnn,20,30000,10000,18737,20000,0.93685,00:0029078,29:3269472
../data/data.three_gauss.train.10000.csv,KNN.SimpleSolver,20,30000,10000,18772,20000,0.9386,00:0004598,30:3841850
../data/data.three_gauss.train.10000.csv,KNN.MeanKnn,20,30000,10000,18757,20000,0.93785,00:0028739,29:2964924
../data/data.three_gauss.train.10000.csv,KNN.SimpleSolver,20,30000,10000,18744,20000,0.9372,00:0006804,30:6022489
../data/data.three_gauss.train.10000.csv,KNN.MeanKnn,20,30000,10000,18738,20000,0.9369,00:0030512,29:5844780
../data/data.three_gauss.train.10000.csv,KNN.SimpleSolver,20,30000,10000,18719,20000,0.93595,00:0004919,30:3982887
../data/data.three_gauss.train.10000.csv,KNN.MeanKnn,20,30000,10000,18739,20000,0.93695,00:0028561,29:2858702
../data/data.three_gauss.train.10000.csv,KNN.SimpleSolver,20,30000,10000,18734,20000,0.9367,00:0004500,30:4221137
../data/data.three_gauss.train.10000.csv,KNN.MeanKnn,20,30000,10000,18742,20000,0.9371,00:0028856,29:3665298
../data/data.three_gauss.train.10000.csv,KNN.SimpleSolver,20,30000,10000,18725,20000,0.93625,00:0004696,30:3799669
../data/data.three_gauss.train.10000.csv,KNN.MeanKnn,20,30000,10000,18742,20000,0.9371,00:0029396,29:5339899
../data/data.three_gauss.train.10000.csv,KNN.SimpleSolver,20,30000,10000,18719,20000,0.93595,00:0004332,30:6017511
../data/data.three_gauss.train.10000.csv,KNN.MeanKnn,20,30000,10000,18738,20000,0.9369,00:0030581,29:4236592
../data/data.three_gauss.train.10000.csv,KNN.SimpleSolver,20,30000,10000,18738,20000,0.9369,00:0004211,30:3942361
../data/data.three_gauss.train.10000.csv,KNN.MeanKnn,20,30000,10000,18770,20000,0.9385,00:0029399,29:7460681
../data/data.three_gauss.train.10000.csv,KNN.SimpleSolver,20,30000,10000,18788,20000,0.9394,00:0004518,30:7522048
../data/data.three_gauss.train.10000.csv,KNN.MeanKnn,20,30000,10000,18772,20000,0.9386,00:0029144,29:6541807
../data/data.three_gauss.train.10000.csv,KNN.SimpleSolver,20,30000,10000,18759,20000,0.93795,00:0007045,30:7555565
