Path,Algorithm,K,DatasetSize,TrainingSize,Correct,TestSize,Accuracy,TrainingTime,TestTime
../data/data.simple.train.500.csv,KNN.MeanKnn,20,500,100,386,400,0.965,00:0021497,00:0182252
../data/data.simple.train.500.csv,KNN.SimpleSolver,20,500,100,389,400,0.9725,00:0003719,00:0130461
../data/data.simple.train.500.csv,KNN.MeanKnn,20,500,100,382,400,0.955,00:0000459,00:0115109
../data/data.simple.train.500.csv,KNN.SimpleSolver,20,500,100,390,400,0.975,00:0000120,00:0112891
../data/data.simple.train.500.csv,KNN.MeanKnn,20,500,100,383,400,0.9575,00:0000328,00:0114992
../data/data.simple.train.500.csv,KNN.SimpleSolver,20,500,100,379,400,0.9475,00:0000065,00:0117180
../data/data.simple.train.500.csv,KNN.MeanKnn,20,500,100,375,400,0.9375,00:0000339,00:0110656
../data/data.simple.train.500.csv,KNN.SimpleSolver,20,500,100,373,400,0.9325,00:0000061,00:0116006
../data/data.simple.train.500.csv,KNN.MeanKnn,20,500,100,359,400,0.8975,00:0000368,00:0112574
../data/data.simple.train.500.csv,KNN.SimpleSolver,20,500,100,360,400,0.9,00:0000069,00:0112217
../data/data.simple.train.500.csv,KNN.MeanKnn,20,500,100,363,400,0.9075,00:0000328,00:0110692
../data/data.simple.train.500.csv,KNN.SimpleSolver,20,500,100,361,400,0.9025,00:0000058,00:0116793
../data/data.simple.train.500.csv,KNN.MeanKnn,20,500,100,380,400,0.95,00:0000353,00:0116290
../data/data.simple.train.500.csv,KNN.SimpleSolver,20,500,100,370,400,0.925,00:0000069,00:0110185
../data/data.simple.train.500.csv,KNN.MeanKnn,20,500,100,387,400,0.9675,00:0000328,00:0110776
../data/data.simple.train.500.csv,KNN.SimpleSolver,20,500,100,385,400,0.9625,00:0000065,00:0110835
../data/data.simple.train.500.csv,KNN.MeanKnn,20,500,100,370,400,0.925,00:0000357,00:0108603
../data/data.simple.train.500.csv,KNN.SimpleSolver,20,500,100,377,400,0.9425,00:0000061,00:0110595
../data/data.simple.train.500.csv,KNN.MeanKnn,20,500,100,374,400,0.935,00:0000328,00:0115495
../data/data.simple.train.500.csv,KNN.SimpleSolver,20,500,100,369,400,0.9225,00:0000065,00:0112556
../data/data.simple.train.500.csv,KNN.MeanKnn,20,500,100,376,400,0.94,00:0000335,00:0109252
../data/data.simple.train.500.csv,KNN.SimpleSolver,20,500,100,380,400,0.95,00:0000061,00:0113428
../data/data.simple.train.500.csv,KNN.MeanKnn,20,500,100,375,400,0.9375,00:0000339,00:0112833
../data/data.simple.train.500.csv,KNN.SimpleSolver,20,500,100,374,400,0.935,00:0000058,00:0112687
../data/data.simple.train.500.csv,KNN.MeanKnn,20,500,100,357,400,0.8925,00:0000353,00:0123157
../data/data.simple.train.500.csv,KNN.SimpleSolver,20,500,100,358,400,0.895,00:0000072,00:0118099
../data/data.simple.train.500.csv,KNN.MeanKnn,20,500,100,380,400,0.95,00:0000353,00:0112243
../data/data.simple.train.500.csv,KNN.SimpleSolver,20,500,100,370,400,0.925,00:0000069,00:0113836
../data/data.simple.train.500.csv,KNN.MeanKnn,20,500,100,368,400,0.92,00:0000342,00:0111856
../data/data.simple.train.500.csv,KNN.SimpleSolver,20,500,100,368,400,0.92,00:0000138,00:0108931
../data/data.simple.train.500.csv,KNN.MeanKnn,20,500,100,374,400,0.935,00:0000353,00:0113807
../data/data.simple.train.500.csv,KNN.SimpleSolver,20,500,100,385,400,0.9625,00:0000076,00:0117844
../data/data.simple.train.500.csv,KNN.MeanKnn,20,500,100,361,400,0.9025,00:0000353,00:0110627
../data/data.simple.train.500.csv,KNN.SimpleSolver,20,500,100,350,400,0.875,00:0000058,00:0113343
../data/data.simple.train.500.csv,KNN.MeanKnn,20,500,100,384,400,0.96,00:0000379,00:0116429
../data/data.simple.train.500.csv,KNN.SimpleSolver,20,500,100,385,400,0.9625,00:0000080,00:0112322
../data/data.simple.train.500.csv,KNN.MeanKnn,20,500,100,361,400,0.9025,00:0000335,00:0110718
../data/data.simple.train.500.csv,KNN.SimpleSolver,20,500,100,365,400,0.9125,00:0000072,00:0114832
../data/data.simple.train.500.csv,KNN.MeanKnn,20,500,100,381,400,0.9525,00:0000390,00:0110955
../data/data.simple.train.500.csv,KNN.SimpleSolver,20,500,100,367,400,0.9175,00:0000083,00:0124707
../data/data.simple.train.500.csv,KNN.MeanKnn,20,500,100,376,400,0.94,00:0000353,00:0115306
../data/data.simple.train.500.csv,KNN.SimpleSolver,20,500,100,363,400,0.9075,00:0000076,00:0116148
../data/data.simple.train.500.csv,KNN.MeanKnn,20,500,100,377,400,0.9425,00:0000663,00:0108016
../data/data.simple.train.500.csv,KNN.SimpleSolver,20,500,100,373,400,0.9325,00:0000065,00:0115116
../data/data.simple.train.500.csv,KNN.MeanKnn,20,500,100,348,400,0.87,00:0000368,00:0109573
../data/data.simple.train.500.csv,KNN.SimpleSolver,20,500,100,365,400,0.9125,00:0000076,00:0107108
../data/data.simple.train.500.csv,KNN.MeanKnn,20,500,100,369,400,0.9225,00:0000339,00:0109423
../data/data.simple.train.500.csv,KNN.SimpleSolver,20,500,100,362,400,0.905,00:0000069,00:0111265
