Path,Algorithm,K,DatasetSize,TrainingSize,Correct,TestSize,Accuracy,TrainingTime,TestTime
../data/data.simple.train.10000.csv,KNN.MeanKnn,20,10000,100,9179,9900,0.9271717,00:0021635,00:2881626
../data/data.simple.train.10000.csv,KNN.SimpleSolver,20,10000,100,8979,9900,0.9069697,00:0003763,00:2760554
../data/data.simple.train.10000.csv,KNN.MeanKnn,20,10000,100,9461,9900,0.9556566,00:0000470,00:2741095
../data/data.simple.train.10000.csv,KNN.SimpleSolver,20,10000,100,9457,9900,0.9552525,00:0000138,00:2750209
../data/data.simple.train.10000.csv,KNN.MeanKnn,20,10000,100,9522,9900,0.9618182,00:0000361,00:2767796
../data/data.simple.train.10000.csv,KNN.SimpleSolver,20,10000,100,9617,9900,0.9714141,00:0000083,00:2719416
../data/data.simple.train.10000.csv,KNN.MeanKnn,20,10000,100,9193,9900,0.9285859,00:0000357,00:2762925
../data/data.simple.train.10000.csv,KNN.SimpleSolver,20,10000,100,9207,9900,0.93,00:0000080,00:2746047
../data/data.simple.train.10000.csv,KNN.MeanKnn,20,10000,100,9654,9900,0.9751515,00:0000371,00:2759676
../data/data.simple.train.10000.csv,KNN.SimpleSolver,20,10000,100,9632,9900,0.9729293,00:0000087,00:2743882
../data/data.simple.train.10000.csv,KNN.MeanKnn,20,10000,100,9382,9900,0.9476768,00:0000492,00:2750486
../data/data.simple.train.10000.csv,KNN.SimpleSolver,20,10000,100,9298,9900,0.9391919,00:0000083,00:2754895
../data/data.simple.train.10000.csv,KNN.MeanKnn,20,10000,100,9323,9900,0.9417171,00:0000379,00:2736515
../data/data.simple.train.10000.csv,KNN.SimpleSolver,20,10000,100,9572,9900,0.9668687,00:0000083,00:2816714
../data/data.simple.train.10000.csv,KNN.MeanKnn,20,10000,100,9017,9900,0.9108081,00:0000371,00:2769905
../data/data.simple.train.10000.csv,KNN.SimpleSolver,20,10000,100,9211,9900,0.9304041,00:0000080,00:2738269
../data/data.simple.train.10000.csv,KNN.MeanKnn,20,10000,100,8873,9900,0.8962626,00:0000375,00:2745118
../data/data.simple.train.10000.csv,KNN.SimpleSolver,20,10000,100,8609,9900,0.8695959,00:0000091,00:2788316
../data/data.simple.train.10000.csv,KNN.MeanKnn,20,10000,100,9074,9900,0.9165657,00:0000382,00:2769806
../data/data.simple.train.10000.csv,KNN.SimpleSolver,20,10000,100,9062,9900,0.9153535,00:0000080,00:2748199
../data/data.simple.train.10000.csv,KNN.MeanKnn,20,10000,100,9095,9900,0.9186869,00:0000364,00:2764916
../data/data.simple.train.10000.csv,KNN.SimpleSolver,20,10000,100,9373,9900,0.9467677,00:0000091,00:2737857
../data/data.simple.train.10000.csv,KNN.MeanKnn,20,10000,100,9204,9900,0.929697,00:0000353,00:2774277
../data/data.simple.train.10000.csv,KNN.SimpleSolver,20,10000,100,9401,9900,0.949596,00:0000076,00:2773770
../data/data.simple.train.10000.csv,KNN.MeanKnn,20,10000,100,9263,9900,0.9356565,00:0000408,00:2740672
../data/data.simple.train.10000.csv,KNN.SimpleSolver,20,10000,100,9272,9900,0.9365656,00:0000076,00:2758472
../data/data.simple.train.10000.csv,KNN.MeanKnn,20,10000,100,9010,9900,0.910101,00:0000361,00:2770349
../data/data.simple.train.10000.csv,KNN.SimpleSolver,20,10000,100,8776,9900,0.8864647,00:0000087,00:2789382
../data/data.simple.train.10000.csv,KNN.MeanKnn,20,10000,100,9370,9900,0.9464647,00:0000375,00:2740942
../data/data.simple.train.10000.csv,KNN.SimpleSolver,20,10000,100,9306,9900,0.94,00:0000083,00:2710277
../data/data.simple.train.10000.csv,KNN.MeanKnn,20,10000,100,9412,9900,0.9507071,00:0000375,00:2706999
../data/data.simple.train.10000.csv,KNN.SimpleSolver,20,10000,100,9262,9900,0.9355556,00:0000134,00:2737573
../data/data.simple.train.10000.csv,KNN.MeanKnn,20,10000,100,9281,9900,0.9374747,00:0000547,00:2748334
../data/data.simple.train.10000.csv,KNN.SimpleSolver,20,10000,100,9009,9900,0.91,00:0000083,00:2711291
../data/data.simple.train.10000.csv,KNN.MeanKnn,20,10000,100,9322,9900,0.9416162,00:0000386,00:2764208
../data/data.simple.train.10000.csv,KNN.SimpleSolver,20,10000,100,9286,9900,0.9379798,00:0000102,00:2767432
../data/data.simple.train.10000.csv,KNN.MeanKnn,20,10000,100,9568,9900,0.9664646,00:0000371,00:2741836
../data/data.simple.train.10000.csv,KNN.SimpleSolver,20,10000,100,9433,9900,0.9528283,00:0000091,00:2728131
../data/data.simple.train.10000.csv,KNN.MeanKnn,20,10000,100,9296,9900,0.9389899,00:0000368,00:2722151
../data/data.simple.train.10000.csv,KNN.SimpleSolver,20,10000,100,9237,9900,0.9330303,00:0000240,00:2727840
../data/data.simple.train.10000.csv,KNN.MeanKnn,20,10000,100,9091,9900,0.9182828,00:0000371,00:2771181
../data/data.simple.train.10000.csv,KNN.SimpleSolver,20,10000,100,8998,9900,0.9088889,00:0000083,00:2750373
../data/data.simple.train.10000.csv,KNN.MeanKnn,20,10000,100,9270,9900,0.9363636,00:0000390,00:2755314
../data/data.simple.train.10000.csv,KNN.SimpleSolver,20,10000,100,8993,9900,0.9083838,00:0000120,00:2745041
../data/data.simple.train.10000.csv,KNN.MeanKnn,20,10000,100,9190,9900,0.9282829,00:0000386,00:2739199
../data/data.simple.train.10000.csv,KNN.SimpleSolver,20,10000,100,8944,9900,0.9034343,00:0000091,00:2708534
../data/data.simple.train.10000.csv,KNN.MeanKnn,20,10000,100,9313,9900,0.9407071,00:0000379,00:2740267
../data/data.simple.train.10000.csv,KNN.SimpleSolver,20,10000,100,9369,9900,0.9463636,00:0000091,00:2743797
