Path,Algorithm,K,DatasetSize,TrainingSize,Correct,TestSize,Accuracy,TrainingTime,TestTime
../data/data.simple.train.500.csv,KNN.MeanKnn,20,500,100,360,400,"0,9",00:0026350,00:0203866
../data/data.simple.train.500.csv,KNN.SimpleSolver,20,500,100,375,400,"0,9375",00:0004724,00:0152042
../data/data.simple.train.500.csv,KNN.MeanKnn,20,500,100,378,400,"0,945",00:0000504,00:0135652
../data/data.simple.train.500.csv,KNN.SimpleSolver,20,500,100,372,400,"0,93",00:0000120,00:0136363
../data/data.simple.train.500.csv,KNN.MeanKnn,20,500,100,375,400,"0,9375",00:0000387,00:0137540
../data/data.simple.train.500.csv,KNN.SimpleSolver,20,500,100,371,400,"0,9275",00:0000069,00:0140839
../data/data.simple.train.500.csv,KNN.MeanKnn,20,500,100,379,400,"0,9475",00:0000393,00:0134757
../data/data.simple.train.500.csv,KNN.SimpleSolver,20,500,100,385,400,"0,9625",00:0000063,00:0136207
../data/data.simple.train.500.csv,KNN.MeanKnn,20,500,100,385,400,"0,9625",00:0000363,00:0132208
../data/data.simple.train.500.csv,KNN.SimpleSolver,20,500,100,376,400,"0,94",00:0000072,00:0131908
../data/data.simple.train.500.csv,KNN.MeanKnn,20,500,100,377,400,"0,9425",00:0000393,00:0133397
../data/data.simple.train.500.csv,KNN.SimpleSolver,20,500,100,376,400,"0,94",00:0000072,00:0131302
../data/data.simple.train.500.csv,KNN.MeanKnn,20,500,100,382,400,"0,955",00:0000387,00:0136015
../data/data.simple.train.500.csv,KNN.SimpleSolver,20,500,100,389,400,"0,9725",00:0000072,00:0133949
../data/data.simple.train.500.csv,KNN.MeanKnn,20,500,100,369,400,"0,9225",00:0000387,00:0131449
../data/data.simple.train.500.csv,KNN.SimpleSolver,20,500,100,379,400,"0,9475",00:0000060,00:0131446
../data/data.simple.train.500.csv,KNN.MeanKnn,20,500,100,373,400,"0,9325",00:0000381,00:0133520
../data/data.simple.train.500.csv,KNN.SimpleSolver,20,500,100,384,400,"0,96",00:0000060,00:0131920
../data/data.simple.train.500.csv,KNN.MeanKnn,20,500,100,363,400,"0,9075",00:0000381,00:0131524
../data/data.simple.train.500.csv,KNN.SimpleSolver,20,500,100,364,400,"0,91",00:0000066,00:0132797
../data/data.simple.train.500.csv,KNN.MeanKnn,20,500,100,371,400,"0,9275",00:0000456,00:0132256
../data/data.simple.train.500.csv,KNN.SimpleSolver,20,500,100,367,400,"0,9175",00:0000072,00:0134177
../data/data.simple.train.500.csv,KNN.MeanKnn,20,500,100,389,400,"0,9725",00:0000399,00:0133541
../data/data.simple.train.500.csv,KNN.SimpleSolver,20,500,100,379,400,"0,9475",00:0000063,00:0134832
../data/data.simple.train.500.csv,KNN.MeanKnn,20,500,100,383,400,"0,9575",00:0000396,00:0129909
../data/data.simple.train.500.csv,KNN.SimpleSolver,20,500,100,385,400,"0,9625",00:0000060,00:0133226
../data/data.simple.train.500.csv,KNN.MeanKnn,20,500,100,370,400,"0,925",00:0000402,00:0133253
../data/data.simple.train.500.csv,KNN.SimpleSolver,20,500,100,373,400,"0,9325",00:0000066,00:0133394
../data/data.simple.train.500.csv,KNN.MeanKnn,20,500,100,372,400,"0,93",00:0000381,00:0130713
../data/data.simple.train.500.csv,KNN.SimpleSolver,20,500,100,375,400,"0,9375",00:0000057,00:0134129
../data/data.simple.train.500.csv,KNN.MeanKnn,20,500,100,363,400,"0,9075",00:0000369,00:0132887
../data/data.simple.train.500.csv,KNN.SimpleSolver,20,500,100,364,400,"0,91",00:0000057,00:0135705
../data/data.simple.train.500.csv,KNN.MeanKnn,20,500,100,366,400,"0,915",00:0000369,00:0131254
../data/data.simple.train.500.csv,KNN.SimpleSolver,20,500,100,371,400,"0,9275",00:0000072,00:0136324
../data/data.simple.train.500.csv,KNN.MeanKnn,20,500,100,373,400,"0,9325",00:0000390,00:0128687
../data/data.simple.train.500.csv,KNN.SimpleSolver,20,500,100,377,400,"0,9425",00:0000141,00:0132301
../data/data.simple.train.500.csv,KNN.MeanKnn,20,500,100,373,400,"0,9325",00:0000372,00:0131476
../data/data.simple.train.500.csv,KNN.SimpleSolver,20,500,100,373,400,"0,9325",00:0000060,00:0132322
../data/data.simple.train.500.csv,KNN.MeanKnn,20,500,100,382,400,"0,955",00:0000369,00:0134562
../data/data.simple.train.500.csv,KNN.SimpleSolver,20,500,100,374,400,"0,935",00:0000063,00:0135399
../data/data.simple.train.500.csv,KNN.MeanKnn,20,500,100,360,400,"0,9",00:0000402,00:0134277
../data/data.simple.train.500.csv,KNN.SimpleSolver,20,500,100,351,400,"0,8775",00:0000066,00:0134168
../data/data.simple.train.500.csv,KNN.MeanKnn,20,500,100,386,400,"0,965",00:0000399,00:0132331
../data/data.simple.train.500.csv,KNN.SimpleSolver,20,500,100,382,400,"0,955",00:0000060,00:0136633
../data/data.simple.train.500.csv,KNN.MeanKnn,20,500,100,363,400,"0,9075",00:0000393,00:0134982
../data/data.simple.train.500.csv,KNN.SimpleSolver,20,500,100,363,400,"0,9075",00:0000060,00:0135528
../data/data.simple.train.500.csv,KNN.MeanKnn,20,500,100,360,400,"0,9",00:0000459,00:0130419
../data/data.simple.train.500.csv,KNN.SimpleSolver,20,500,100,356,400,"0,89",00:0000060,00:0132968
