Path,Algorithm,K,DatasetSize,TrainingSize,Correct,TestSize,Accuracy,TrainingTime,TestTime
../data/data.three_gauss.train.100.csv,KNN.MeanKnn,20,300,100,186,200,"0,93",00:0027224,00:0137609
../data/data.three_gauss.train.100.csv,KNN.SimpleSolver,20,300,100,186,200,"0,93",00:0004187,00:0082585
../data/data.three_gauss.train.100.csv,KNN.MeanKnn,20,300,100,185,200,"0,925",00:0000558,00:0069574
../data/data.three_gauss.train.100.csv,KNN.SimpleSolver,20,300,100,184,200,"0,92",00:0000153,00:0069859
../data/data.three_gauss.train.100.csv,KNN.MeanKnn,20,300,100,183,200,"0,915",00:0000417,00:0067884
../data/data.three_gauss.train.100.csv,KNN.SimpleSolver,20,300,100,182,200,"0,91",00:0000087,00:0071753
../data/data.three_gauss.train.100.csv,KNN.MeanKnn,20,300,100,187,200,"0,935",00:0000423,00:0066801
../data/data.three_gauss.train.100.csv,KNN.SimpleSolver,20,300,100,188,200,"0,94",00:0000066,00:0067860
../data/data.three_gauss.train.100.csv,KNN.MeanKnn,20,300,100,178,200,"0,89",00:0000387,00:0066524
../data/data.three_gauss.train.100.csv,KNN.SimpleSolver,20,300,100,175,200,"0,875",00:0000063,00:0065672
../data/data.three_gauss.train.100.csv,KNN.MeanKnn,20,300,100,182,200,"0,91",00:0000372,00:0073212
../data/data.three_gauss.train.100.csv,KNN.SimpleSolver,20,300,100,177,200,"0,885",00:0000066,00:0065458
../data/data.three_gauss.train.100.csv,KNN.MeanKnn,20,300,100,187,200,"0,935",00:0000378,00:0068854
../data/data.three_gauss.train.100.csv,KNN.SimpleSolver,20,300,100,186,200,"0,93",00:0000063,00:0066587
../data/data.three_gauss.train.100.csv,KNN.MeanKnn,20,300,100,187,200,"0,935",00:0000381,00:0066975
../data/data.three_gauss.train.100.csv,KNN.SimpleSolver,20,300,100,186,200,"0,93",00:0000060,00:0066887
../data/data.three_gauss.train.100.csv,KNN.MeanKnn,20,300,100,182,200,"0,91",00:0000375,00:0067074
../data/data.three_gauss.train.100.csv,KNN.SimpleSolver,20,300,100,184,200,"0,92",00:0000066,00:0066149
../data/data.three_gauss.train.100.csv,KNN.MeanKnn,20,300,100,183,200,"0,915",00:0000543,00:0067440
../data/data.three_gauss.train.100.csv,KNN.SimpleSolver,20,300,100,187,200,"0,935",00:0000057,00:0067662
../data/data.three_gauss.train.100.csv,KNN.MeanKnn,20,300,100,187,200,"0,935",00:0000384,00:0066005
../data/data.three_gauss.train.100.csv,KNN.SimpleSolver,20,300,100,187,200,"0,935",00:0000060,00:0069268
../data/data.three_gauss.train.100.csv,KNN.MeanKnn,20,300,100,179,200,"0,895",00:0000390,00:0067644
../data/data.three_gauss.train.100.csv,KNN.SimpleSolver,20,300,100,179,200,"0,895",00:0000075,00:0066725
../data/data.three_gauss.train.100.csv,KNN.MeanKnn,20,300,100,181,200,"0,905",00:0000402,00:0065381
../data/data.three_gauss.train.100.csv,KNN.SimpleSolver,20,300,100,181,200,"0,905",00:0000069,00:0069031
../data/data.three_gauss.train.100.csv,KNN.MeanKnn,20,300,100,181,200,"0,905",00:0000420,00:0065789
../data/data.three_gauss.train.100.csv,KNN.SimpleSolver,20,300,100,181,200,"0,905",00:0000069,00:0066425
../data/data.three_gauss.train.100.csv,KNN.MeanKnn,20,300,100,181,200,"0,905",00:0000561,00:0066320
../data/data.three_gauss.train.100.csv,KNN.SimpleSolver,20,300,100,182,200,"0,91",00:0000066,00:0064138
../data/data.three_gauss.train.100.csv,KNN.MeanKnn,20,300,100,181,200,"0,905",00:0000492,00:0067401
../data/data.three_gauss.train.100.csv,KNN.SimpleSolver,20,300,100,182,200,"0,91",00:0000159,00:0066620
../data/data.three_gauss.train.100.csv,KNN.MeanKnn,20,300,100,186,200,"0,93",00:0000387,00:0068902
../data/data.three_gauss.train.100.csv,KNN.SimpleSolver,20,300,100,186,200,"0,93",00:0000063,00:0065029
../data/data.three_gauss.train.100.csv,KNN.MeanKnn,20,300,100,180,200,"0,9",00:0000375,00:0068244
../data/data.three_gauss.train.100.csv,KNN.SimpleSolver,20,300,100,180,200,"0,9",00:0000060,00:0065963
../data/data.three_gauss.train.100.csv,KNN.MeanKnn,20,300,100,181,200,"0,905",00:0000438,00:0065921
../data/data.three_gauss.train.100.csv,KNN.SimpleSolver,20,300,100,180,200,"0,9",00:0000060,00:0065852
../data/data.three_gauss.train.100.csv,KNN.MeanKnn,20,300,100,184,200,"0,92",00:0000381,00:0064813
../data/data.three_gauss.train.100.csv,KNN.SimpleSolver,20,300,100,182,200,"0,91",00:0000063,00:0066797
../data/data.three_gauss.train.100.csv,KNN.MeanKnn,20,300,100,187,200,"0,935",00:0000378,00:0065828
../data/data.three_gauss.train.100.csv,KNN.SimpleSolver,20,300,100,186,200,"0,93",00:0000135,00:0066236
../data/data.three_gauss.train.100.csv,KNN.MeanKnn,20,300,100,182,200,"0,91",00:0000534,00:0065672
../data/data.three_gauss.train.100.csv,KNN.SimpleSolver,20,300,100,183,200,"0,915",00:0000057,00:0072435
../data/data.three_gauss.train.100.csv,KNN.MeanKnn,20,300,100,180,200,"0,9",00:0000375,00:0065306
../data/data.three_gauss.train.100.csv,KNN.SimpleSolver,20,300,100,180,200,"0,9",00:0000060,00:0064492
../data/data.three_gauss.train.100.csv,KNN.MeanKnn,20,300,100,180,200,"0,9",00:0000372,00:0066317
../data/data.three_gauss.train.100.csv,KNN.SimpleSolver,20,300,100,181,200,"0,905",00:0000135,00:0066017
